smiles_list,monomer_ID,replicate_count,heavy_atom_count,compressibility,compressibility_std,compressibility_count,compressibility_raw
*C=CC(C)CCCCC*,PI80,1,9,0.5031053412801587,0.0,1,4.3151714017752087e-10
*c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,PI995,5,53,0.2571811011939605,1.0808443001123844e-10,5,4.0604067990016727e-10
*CC(*)OC(=O)c1cccc(Br)c1,PI334,1,12,-0.9767465031906868,0.0,1,2.7821225767055305e-10
*CCC(C)C(*)C,PI51,2,6,-0.24743527824531447,4.049094901873919e-11,2,3.5376507200734377e-10
*CC(*)c1ccccc1C(=O)N(C)C,PI95,1,13,4.28024346120441,0.0,1,8.228088210650968e-10
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,1.0940267451465335,0.0,1,4.927334955370535e-10
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,0.6929787957574072,0.0,1,4.5118703330809645e-10
*CC(*)(C)C(=O)OCCC,PI439,1,9,1.5337028718066374,0.0,1,5.382816341501104e-10
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI968,4,37,-0.8793426389411501,1.8510355673674287e-11,4,2.8830278667877233e-10
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,-0.13097043301117348,0.0,1,3.658302185836867e-10
*c1cccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)c1,PI1103,1,28,-1.0899721286706776,0.0,1,2.664826772562416e-10
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,PI466,1,16,-0.7992201229031798,0.0,1,2.9660305873185465e-10
*CC(*)c1ccc(F)cc1C,PI189,1,10,0.6084513349181079,0.0,1,4.4243043209764576e-10
*CC(*)C(=O)OCCC#N,PI460,1,9,-1.6244642003509153,0.0,1,2.111121044816783e-10
*CC(*)N1CCCC1=O,PI408,1,8,-0.7336499964244461,0.0,1,3.033957796203323e-10
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,0.8328432041605709,0.0,1,4.656762517911944e-10
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,-0.04934614434007807,8.221042140260466e-11,2,3.7428606639790593e-10
*CC(*)C(=O)C(C)(C)C,PI299,1,8,-0.19538645756931378,0.0,1,3.591570565956481e-10
*CC(*)(C)C(=O)OC,PI437,1,7,-0.2946028393275404,0.0,1,3.488787602884592e-10
*CC(*)c1ccc(Cl)cc1Cl,PI191,1,10,1.5634700096211394,0.0,1,5.413653533631325e-10
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1054,5,64,0.7406965084604119,8.085554990989148e-11,5,4.561303378468364e-10
